name,2022/10/23,2022/10/22,2022/10/21,2022/10/20,2022/10/19,2022/10/18,2022/10/17,2022/10/16,2022/10/15,2022/10/14,2022/10/13,2022/10/12,2022/10/11,2022/10/10,2022/10/09,2022/10/08
Mithril warhammer,18841,7120,21102,13198,2872,10660,12831,8338,5947,7022,12300,18841,7019,17155,14737,11087
Mole skin,121728,41847,79843,66181,53971,122005,61616,103797,38008,43711,80024,121728,57156,52346,80327,76327
Mole slippers,331,111,258,128,141,263,118,178,101,112,169,331,138,108,164,170
Molten glass,11306194,3332469,7900261,6894541,4262855,10284053,4918161,9160310,3453160,5803103,7993675,11306194,4961883,5073239,9456330,7183498
Monk's robe (g),35,19,35,32,20,55,36,27,7,22,29,35,13,32,32,24
Monk's robe top,15719,4461,9570,11343,9757,24277,20738,24033,4075,6685,8425,15719,6766,5801,13572,7979
Monk's robe top (g),45,14,34,34,26,53,30,33,12,23,33,45,25,41,38,30
Monkey bar,2358,428,1906,1223,619,2174,1310,2323,187,395,846,2358,566,879,1265,819
Monkey bones,9519,2790,7334,1461,720,4916,1621,1630,532,1549,4646,9519,2935,3785,4102,4070
Monkey tail,203,48,75,96,34,144,92,84,37,61,113,203,76,78,97,95
Monocle,29,6,12,10,3,30,26,33,9,18,26,29,8,30,16,11
Moonclan teleport,7249,1290,5573,4263,3205,5830,3857,5608,1438,5050,5432,7249,3343,2990,5713,17986
Moonlight mead(4),20,18,30,17,42,24,16,121,8,12,241,20,12,55,11,66
Moonlight mead(m),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mort myre fungus,1312156,267757,518041,367971,484607,739898,356308,484492,172517,493706,1011207,1312156,490598,559343,937046,693977
Mort myre stem,459,5607,28316,28387,268,5824,13393,5290,18760,8421,22832,459,114,85,777,351
Mos le'harmless teleport,12021,3931,11385,6518,5530,14732,6691,7030,2408,5528,8894,12021,8381,5650,8701,6501
Mottled eel,86,39,46,27,13,44,40,48,56,241,552,86,545,247,229,176
Mud battlestaff,961,316,651,531,407,1060,614,567,163,375,787,961,480,342,753,523
Muddy key,453,185,263,499,299,490,183,254,104,208,298,453,176,246,408,339
Mummy's body,13,6,16,15,13,17,18,19,5,4,18,13,11,10,9,9
Mummy's feet,18,5,9,10,9,6,11,13,0,6,6,18,10,6,9,5
Mummy's hands,9,5,11,10,5,8,9,10,1,3,5,9,4,5,6,7
Mushroom,21622,6022,10037,14117,5901,19747,14152,13556,3711,10172,12320,21622,6405,5913,15276,14021
Mushroom & onion,7,0,0,13,0,12,0,2,1,0,0,7,11,21,1,66
Mushroom pie,2177,1160,1884,3094,1134,4280,1245,2864,745,933,4670,2177,873,1491,3988,5194
Mushroom spore,9745,2351,6615,3658,2077,8031,6193,4971,1547,4640,5969,9745,6446,5096,9403,7701
Musketeer hat,83,36,78,41,43,135,54,52,31,62,54,83,33,43,82,76
Musketeer tabard,32,21,44,22,12,28,19,21,17,24,30,32,15,19,25,25
Mystic air staff,12303,4098,7790,5956,5277,12734,6930,9812,3764,5032,8045,12303,4733,6863,8101,7305
Mystic boots,6275,2158,4026,3301,2939,7190,3062,3320,1767,2910,3859,6275,2193,2831,4320,3946
Mystic boots (dark),316,144,265,232,152,487,249,245,136,170,219,316,150,178,228,187
Mystic dust staff,243,80,174,150,83,207,115,223,69,139,151,243,88,90,178,153
Mystic fire staff,5412,1561,2484,1941,1271,4252,2400,3003,913,2039,2881,5412,1840,1774,3197,2375
Mystic gloves (dark),284,101,228,200,138,425,202,193,108,143,313,284,131,130,244,188
Mystic gloves (light),190,78,181,123,70,207,112,140,119,123,142,190,99,156,162,145
Mystic hat,1402,460,795,838,518,1699,691,917,401,681,1171,1402,639,1033,1039,762
Mystic hat (dusk),93,74,76,64,21,91,50,55,38,34,33,93,26,114,43,68
Mystic lava staff,1556,527,932,761,508,1381,720,762,320,521,861,1556,592,574,812,701
Mystic mud staff,228,158,172,150,106,309,154,187,67,104,178,228,105,114,195,175
Mystic robe bottom,4108,1513,2607,2533,1908,5608,2825,3894,1296,2147,3656,4108,2441,2276,3660,3499
Mystic robe bottom (dusk),135,57,103,74,38,158,71,136,98,65,98,135,61,71,88,107
Mystic robe bottom (light),1044,278,653,695,411,1138,764,814,506,532,1011,1044,531,546,844,977
Mystic robe top (dark),3270,1317,3007,1949,1581,4257,2092,2882,826,1475,2242,3270,2190,2162,2176,2453
Mystic robe top (light),952,322,780,601,437,1061,658,724,349,460,628,952,469,374,670,605
Mystic set (dusk),25,20,39,31,8,44,42,37,11,20,26,25,27,29,45,46
Mystic set (light),120,35,119,54,32,95,50,84,12,61,68,120,49,67,72,69
Mystic smoke staff,1045,404,801,608,456,1052,652,729,271,518,728,1045,543,519,737,646
Mystic water staff,5586,1729,3843,2590,1657,5562,2998,3546,1053,2187,3218,5586,2391,1995,3826,3128
Nardah teleport,19816,7387,13583,11952,11753,28494,9477,13705,6800,13131,17341,19816,7961,7680,16502,12654
Nasturtium seed,60298,24817,59489,42874,31894,77790,35676,46944,14460,28066,46328,60298,27862,28120,50481,33778
Nature impling jar,44980,26413,45584,43505,27487,63416,38459,59735,16335,40785,55048,44980,35790,29647,62220,47041
Nature rune,60171769,25241512,55187033,42206441,28043730,70192808,37379513,54662516,16853224,31195823,47121145,60171769,27949201,26517607,44883256,33804358
Nature tiara,1940,553,1021,715,704,1736,2121,1407,176,2002,1658,1940,1686,613,867,2001
Necklace mould,810,334,577,648,336,921,417,658,202,526,574,810,407,357,959,867
Necklace of faith,500,4,33,105,10,229,214,22,21,174,149,500,8,6,41,48
Necklace of passage(5),35480,12091,18815,16357,8115,28920,14145,20535,10674,12744,22824,35480,14520,13629,20526,13730
Neitiznot shield,608,492,410,363,248,733,350,408,160,292,432,608,326,286,450,505
Nihil dust,76985,40441,69258,16114,14486,116774,84471,82505,1635,51320,54365,76985,60771,7198,34657,81777
Nihil shard,66863,19020,32451,30613,30043,64490,30786,52816,12727,36193,53841,66863,33951,38427,40951,75088
Ninja impling jar,15098,6292,21867,13521,9422,26257,14251,18634,7186,13394,16277,15098,14092,8465,16993,9792
Numulite,7444777,2447312,5917017,3858863,2859316,6136259,4351636,5983154,2179653,3887235,5099180,7444777,3389766,3549283,5110164,4212607
Oak bird house,1982,1238,2865,1502,1301,3717,1651,2274,601,1148,2465,1982,2418,1760,2148,1734
Oak blackjack(d),0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,13
Oak logs,7546551,1845982,5390093,4400548,2539876,8019949,3257189,6992865,1639417,3097631,5297991,7546551,4046027,2746080,6066525,6103770
Oak longbow,15962,18260,20195,11805,11252,15837,6773,14283,2888,14048,12751,15962,5304,11128,20147,11420
Oak longbow (u),118611,62636,306913,212937,42085,347019,137647,104809,21469,30469,93094,118611,104425,118441,168165,87848
Oak pyre logs,2588,996,3736,3854,1597,3526,1702,1392,1219,881,1577,2588,1297,1281,3812,2035
Oak roots,2050,462,1179,10974,1238,1067,1023,1105,332,980,1616,2050,1170,590,1855,917
Oak sapling,20272,7226,11191,12893,6960,20877,11072,14162,4465,9141,18414,20272,10979,10308,13700,11610
Oak shortbow,11215,2701,3539,4636,2952,13801,10294,3116,1323,4222,3755,11215,3215,4597,4995,8936
Oak shortbow (u),62062,7760,90533,89566,13298,107209,27911,44226,5379,17985,31058,62062,9669,16467,57126,28103
Obsidian armour set,555,204,449,347,206,564,309,385,143,271,443,555,280,255,402,400
Obsidian cape,2013,745,1511,1208,698,2128,1006,1475,518,1029,1470,2013,1018,1060,1741,1413
Obsidian helmet,735,255,532,379,256,766,439,560,170,362,539,735,356,327,541,571
Obsidian platelegs,1864,785,1467,1121,767,2024,1156,1785,552,943,1520,1864,980,926,1923,1686
Occult necklace,4380,1678,3385,2649,1786,5121,2669,3423,1291,2251,3485,4380,2279,2491,3676,3026
Odium shard 2,47,12,30,27,14,42,24,26,12,18,24,47,17,19,29,28
Odium ward,930,347,572,507,385,1031,589,661,312,480,687,930,427,415,645,520
Ogre arrow,197571,87555,176113,154784,116842,221280,146856,160092,50427,115260,182105,197571,141776,124737,170133,161123
Ogre coffin key,3313,1635,5302,1931,719,5735,1301,3778,655,1410,2752,3313,4336,1927,3136,2246
Oil lantern,236,120,330,132,124,429,157,118,65,76,92,236,141,76,211,149
Oil lantern frame,69,6,21,12,59,144,18,113,117,114,16,69,8,3,67,10
Old demon mask,52,24,37,34,18,71,40,38,17,20,26,52,26,35,37,37
Olive oil(2),1,0,2,1,1,1,0,0,0,0,4,1,0,233,1,0
Olive oil(3),2,3,1,0,0,0,56,0,1,2,2,2,0,200,1,2
Olive oil(4),9257,30,4660,2962,2638,13595,9348,2662,5162,2960,4422,9257,12092,1246,4747,4330
Onion & tomato,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
Onion seed,1367939,450740,1068968,751361,550641,1370476,748003,1176134,360530,732150,1081584,1367939,629551,712878,1129798,861467
Onyx,120,108,191,90,89,298,148,164,36,136,139,120,105,105,135,146
Onyx amulet (u),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onyx bolts,506988,227683,327602,289445,179749,641872,418850,363011,164723,344994,472378,506988,322466,293874,588355,408595
Onyx bolts (e),982219,343814,514045,451818,320999,1034501,592032,641831,322790,421974,762176,982219,505326,427196,691490,545071
Onyx dragon bolts,8131,5731,11358,771,1074,10731,2828,1330,11154,4349,2830,8131,1875,1452,561,291
Onyx necklace,1,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0
Opal,181893,103271,183830,210677,68741,275781,198319,174633,66546,105043,151497,181893,101425,123612,200715,140784
Opal amulet,38,420,2149,804,4,1348,185,88,176,65,686,38,0,168,119,24
Opal bolt tips,226355,118554,258613,177443,149235,440264,225837,266819,96230,161197,279756,226355,270856,182571,197659,172794
Opal bolts (e),46532,41586,34888,19538,12315,21782,29299,10854,22442,52752,80670,46532,19098,20306,41520,33951
Opal dragon bolts,31750,8782,3668,12886,2606,19308,6784,17398,1190,8640,4386,31750,27197,13364,20934,32339
Opal dragon bolts (e),769172,343223,581023,450019,350736,828087,368439,568253,237428,359015,494958,769172,416228,405829,548022,484141
Opal ring,29,77,3,11,72,12,3,30,1,1,40,29,22,24,0,0
Orange boater,116,30,54,61,20,77,36,50,22,37,48,116,59,47,48,60
Orange cape,239,131,438,884,64,339,88,115,208,159,202,239,37,78,268,275
Orange chunks,6,14,1000,1,3,7,574,32,3,54,1047,6,5,46,111,70
Orange feather,238639,29602,79108,43327,30373,73109,77754,82877,52458,123303,144264,238639,115530,82940,143945,135577
Orange salamander,1807,941,762,634,605,1292,1446,1546,729,1015,1646,1807,959,750,3566,4585
Orange slices,218,43,108,71,35,149,186,106,25,47,865,218,78,41,182,58
Oranges(5),47417,15112,38461,29292,16929,53233,27615,41356,14010,27086,40716,47417,25886,28312,57053,33922
Osmumten's fang,2692,1187,2097,1590,1244,3073,1582,2079,744,1377,1834,2692,1312,1341,1981,1661
Ourania teleport,2944,3731,2057,3784,2034,6360,6408,1556,2636,3365,12433,2944,2937,3231,2297,5945
Oyster pearl,5566,3875,6714,3966,2273,16652,4926,7317,2244,2994,3386,5566,4203,2351,9130,5573
Oyster pearls,601,310,436,412,279,727,318,446,130,298,455,601,341,306,436,390
Paddewwa teleport,1511,351,1659,1904,514,1605,763,1237,690,1152,1357,1511,573,563,1510,2295
Palm tree seed,30196,11265,21921,18530,14215,36334,17360,24961,9149,14039,19570,30196,14257,15110,24709,20517
Papaya fruit,622578,254050,477559,417864,236641,687466,345829,462349,175421,307827,464016,622578,265683,288553,466639,465772
Papaya sapling,57836,22208,52642,35008,24588,63886,36174,44051,12413,33520,55477,57836,30684,31692,53637,40235
Partyhat & specs,134,41,73,78,54,151,88,131,64,55,81,134,64,60,98,66
Partyhat set,1512,456,1006,546,405,1399,737,1055,290,715,1047,1512,568,457,777,632
Pastry dough,169092,49578,86828,58718,71139,176018,78225,71394,53131,83050,122860,169092,91575,76747,131727,98347
Pearl bolt tips,60285,43461,39812,33773,17371,86313,37571,48340,18377,37509,26048,60285,22769,15578,41686,41076
Pearl bolts,135231,45663,84719,99568,54829,134174,65425,153171,29218,88452,86113,135231,75153,67087,96829,115763
Pearl dragon bolts,0,0,3,6,1,11,44,1,0,20,1,0,0,0,10,2
Pegasian boots,2163,735,1462,1204,765,2373,1242,1651,640,1010,1589,2163,1076,1124,1670,1530
Penguin mask,91,46,53,54,36,92,33,46,21,50,67,91,44,59,80,70
Pest control teleport,14753,41768,12591,4536,4318,14303,7306,12555,6391,7002,10039,14753,5756,7188,10707,4807
Phoenix necklace,123580,62990,79181,74224,47852,100010,60705,51346,35729,41214,64578,123580,44300,60649,128411,94053
Phrin remains,3108,766,1358,4005,523,3695,813,949,110,1988,2153,3108,1610,1575,1754,482
Pie shell,211841,122083,152924,95088,62422,174558,90857,196856,50499,76982,126712,211841,79480,57387,139973,181301
Pike,12855,7898,6769,5802,4552,20898,5322,7860,4020,5869,8723,12855,6395,5377,9891,15792
Pile of salt,2,0,0,1,0,3,0,1,0,1,0,2,0,0,0,0
Pineapple pizza,596327,196603,345089,268124,272489,523881,274049,449870,154200,256230,313769,596327,134096,310291,409125,321768
Pineapple punch,72,73,168,15,34,127,31,73,8,8,100,72,20,12,10,37
Pineapple ring,361142,80602,159573,167821,259818,417088,203365,267213,80313,54028,182447,361142,235450,182851,252895,208346
Pink boater,225,43,114,76,50,130,95,137,38,83,133,225,97,96,220,150
Pink boots,182,143,445,49,564,69,32,295,57,15,140,182,63,46,127,136
Pink cape,22,38,14,46,107,30,26,25,14,12,29,22,11,11,19,16
Pink elegant legs,35,5,20,38,9,34,10,26,7,14,34,35,14,14,31,24
Pink elegant skirt,51,19,39,33,36,43,44,61,37,54,69,51,28,15,31,29
Pink hat,1047,377,429,585,552,285,46,380,156,137,640,1047,99,194,494,789
Pink robe top,107,129,49,54,25,114,40,274,31,71,94,107,49,46,120,114
Pink skirt,3445,1367,2649,2140,1547,5151,2804,3876,1522,2629,2917,3445,1585,2099,2997,2522
Pirate boots,1041,217,821,760,380,1409,640,1131,327,429,413,1041,573,320,895,649
Piscarilius banner,88,21,48,62,52,499,271,354,66,40,75,88,21,30,57,45
Piscarilius hood,50,17,20,19,12,58,31,22,16,18,26,50,30,20,24,22
Piscarilius scarf,22,6,14,17,11,21,11,12,3,7,17,22,9,12,19,11
Pith helmet,105,38,79,97,38,78,39,78,31,58,80,105,42,36,75,60
Pitta bread,987,0,3,0,0,21,1,0,4,0,0,987,14,0,0,245
Plank,664142,227590,615960,455266,328118,730816,470110,460191,233960,303500,551331,664142,313979,291287,588757,414543
Poison chalice,61,127,289,53,39,209,118,74,20,3,181,61,7,40,45,75
Poison ivy seed,24547,7988,13941,15244,7303,29318,11243,18317,4931,13372,16091,24547,11811,12749,12948,14104
Polar camo legs,56,25,63,30,15,56,27,53,6,24,47,56,31,31,39,35
Polar camo top,224,153,189,231,324,273,203,68,31,170,160,224,65,100,161,75
Pot,847210,201030,512107,229099,199913,666040,384144,537794,177448,324572,526135,847210,298165,387612,459983,361454
Pot of cornflour,480,173,311,238,141,419,195,271,100,162,270,480,168,219,291,192
Pot of cream,2652,1103,2298,1167,1654,2335,763,7062,957,1007,1155,2652,2009,1320,1131,3541
Potato,320579,51412,160045,95284,72468,224828,198928,154949,20228,60963,261990,320579,99646,114098,202269,122193
Potato cactus,1654289,509276,1086123,849642,499113,1332346,686364,1040412,340240,595655,977208,1654289,711835,731287,1357243,905345
Potato with butter,5862,873,3356,3567,111,5057,6005,2838,1279,1606,4663,5862,708,68,1468,1648
Potato with cheese,252660,101961,124380,187312,62359,301737,144008,244771,95280,129622,204456,252660,147874,125826,196885,165779
Potatoes(10),1022,445,1007,593,827,1279,470,1166,937,1052,1094,1022,692,1245,1560,797
Pottery scarab,13501,350,1247,420,4590,1535,1326,841,552,3712,1748,13501,6643,3294,5859,467
Prayer mix(2),466,613,652,812,87,769,223,468,71,371,385,466,715,276,411,327
Prayer potion(1),10204,4467,11618,6603,5992,15550,7708,5889,3562,3784,15186,10204,3174,8568,12689,16523
Prayer potion(2),14097,9452,11418,7036,8224,12414,12611,8867,4764,5649,9116,14097,3503,5126,7360,8655
Prayer potion(4),1837557,612137,1280266,1003735,795375,1989957,1022153,1414205,434485,832058,1559018,1837557,916678,900621,1331479,1248386
Premade c+t batta,1,0,0,0,0,0,0,4,0,0,0,1,0,23,19,0
Premade ch' crunch,5,0,1,2,1,0,0,1,0,0,1,5,0,27,19,4
Premade dr' dragon,49,1,4,0,0,11,11,0,5,1,20,49,0,0,1,1
Premade fr' blast,3,4,3,0,1,4,91,1,0,1,0,3,5,3,2,0
Premade s'y crunch,9647,0,1458,980,0,3034,1362,0,0,0,549,9647,180,791,3546,0
Premade sgg,0,1,2,8,0,0,0,0,0,0,10,0,1,1,3,0
Premade t'd batta,0,1,35,0,0,8,3,4,0,1,0,0,0,0,0,0
Premade veg ball,1,0,4,0,0,6,0,0,0,0,0,1,0,0,27,0
Premade w'm batta,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
Premade wiz blz'd,0,4,0,114,0,1,201,0,1,1,10,0,0,0,0,1
Premade worm hole,2,0,3,0,0,5,2,0,0,0,8,2,0,24,18,1
Proboscis,1657,564,1454,1151,981,2003,1294,1891,791,920,1581,1657,691,874,2093,1557
Proselyte cuisse,1303,404,786,673,308,1151,713,847,254,622,1060,1303,336,406,722,647
Proselyte harness m,220,111,86,88,61,192,110,149,43,60,103,220,109,106,164,202
Proselyte sallet,832,217,336,266,159,676,311,490,142,319,389,832,188,360,375,329
Pumpkin,2002,493,1093,802,881,1725,1196,1659,560,400,888,2002,481,780,1232,1315
Pure essence,128897378,49402481,106433377,89578383,63586797,144006383,94013328,107446790,30687918,57558154,92472868,128897378,68708740,67099865,106301526,88947680
Purple cape,183,149,283,358,109,113,127,261,95,93,126,183,142,945,529,122
Purple dye,1205,659,1456,2043,704,1854,929,1329,481,955,1162,1205,1138,918,906,915
Purple elegant blouse,87,17,12,22,9,51,16,27,10,40,59,87,26,54,51,39
Purple elegant shirt,55,25,25,28,17,29,18,33,15,49,38,55,26,16,40,31
Purple firelighter,16534,7041,13623,9176,9024,21072,9000,13407,7085,9530,15186,16534,10013,11975,18182,15746
Purple gloves,712,159,244,324,123,396,217,706,203,197,516,712,350,129,251,274
Purple hat,210,18,162,15,217,89,43,126,12,29,111,210,99,278,145,132
Purple robe bottoms,6,4,3,5,4,131,3,10,4,25,6,6,7,1,1,6
Purple sweets,487427,130018,426235,229502,300698,416287,207706,368151,91824,249778,340056,487427,283167,167344,366894,406252
Pyre logs,2268,1348,1376,1062,900,2211,2647,487,258,386,1625,2268,1306,565,1281,3585
Pyrophosphite,21885,12750,32922,28753,14611,16915,9575,21946,4034,12755,12565,21885,10661,8793,13915,10848
Rain bow,45,25,54,39,14,50,34,42,7,19,30,45,18,24,28,23
Rainbow fish,8799,2725,1535,14432,2329,3303,5379,19740,1154,3256,4959,8799,5537,6061,4323,2146
Rake,5655,2455,5681,4073,2768,6949,3855,5645,1795,3497,4690,5655,2720,2665,5070,3617
Ranarr potion (unf),1510825,498856,1072377,808876,581535,1383965,701498,1057411,296647,575076,1323951,1510825,721870,553971,882892,947722
Ranarr weed,625819,237131,495576,439814,288198,593808,394444,481176,141940,240457,496901,625819,354581,266045,430676,378955
Ranger gloves,247,101,173,151,113,245,131,193,89,114,173,247,108,113,214,182
Rangers' tights,174,79,126,119,88,173,107,136,66,92,143,174,85,78,123,114
Ranging mix(1),242,0,3,102,0,2,1,3,0,0,99,242,2,0,14,4
Ranging mix(2),1217,55,184,2711,967,243,55,183,19,47,50,1217,76,92,273,480
Ranging potion(2),12077,2197,4565,7110,3304,12745,7150,9003,1717,5222,11707,12077,4216,6324,7472,5629
Ranging potion(4),901841,350606,642831,528099,358981,929790,441976,693904,217017,378105,567964,901841,430101,415596,748342,554982
Raurg bones,100,98,463,126,3,215,323,285,84,16,124,100,45,56,29,32
Raw anchovies,107300,27888,63218,54460,23206,162855,57273,56702,25039,57890,139425,107300,72238,64170,152701,84116
Raw bass,2166895,557933,1056395,469156,443314,1169074,917384,893097,334839,609539,703067,2166895,520974,583933,1341109,1041872
Raw bear meat,40969,1397,15491,13979,2053,34562,35416,43814,4660,49680,65792,40969,3886,8550,38551,23105
Raw bird meat,13279,13265,7609,4185,4639,10546,6871,6889,2782,2749,10129,13279,5717,2757,5542,5729
Raw boar meat,1436,41,28,30,23,44,146,56,1089,15,223,1436,111,122,608,5894
Raw cave eel,2509,909,1855,1959,1066,2829,1912,1787,700,1380,1622,2509,1459,3514,1837,2223
Raw cod,8151,10122,15901,8646,7431,18928,8038,10242,6049,10567,16511,8151,29366,4569,13465,8664
Raw dark crab,74995,22780,130699,40511,32806,97465,43937,81395,48591,68250,86131,74995,45487,31968,75492,52118
Raw herring,37669,12923,17001,27034,22682,25416,21123,20356,6413,9767,16620,37669,32712,23096,40704,19519
Raw jubbly,1847,1226,5740,1784,609,1109,328,685,567,665,576,1847,883,1045,1337,2837
Raw karambwan,2966704,1277426,2355065,1812153,1292865,3211747,1673519,2196370,1253517,1963708,2485050,2966704,1343990,1383067,2262695,2119258
Raw manta ray,725868,208180,494852,437131,261643,647306,352246,477748,179769,341202,563754,725868,453719,380682,486801,424463
Raw monkfish,2259903,837295,1607979,1260713,815696,2376606,1304362,1794554,547544,1122430,1668691,2259903,863608,1147915,1600305,1355751
Raw oomlie,60,28,9,13,26,51,32,126,29,33,56,60,30,65,71,136
Raw pike,38778,17739,17572,26800,40419,59332,22977,28936,9786,22308,33707,38778,31048,20274,33151,21926
Raw rabbit,2376,1193,23187,3031,1076,305,1129,3765,210,4328,4151,2376,3267,13476,17452,9844
Raw salmon,358216,165122,318682,241060,187671,475858,193469,312716,94604,184684,326655,358216,240843,205317,318869,265545
Raw sardine,107112,27419,51169,68181,22245,94146,43264,61533,24644,40580,76505,107112,63190,63601,76336,58054
Raw sea turtle,182720,58629,182424,76901,82449,178470,121809,140818,88317,130191,142833,182720,93919,76787,186964,131019
Raw shark,7967594,2270806,4573124,4304992,3546866,7441965,4040474,5162178,1695290,3953227,5491207,7967594,2508592,3875447,5884203,4907038
Raw summer pie,182294,102110,200924,136434,140562,173685,131078,284792,62810,151817,201926,182294,80287,133123,197273,167445
Raw swordfish,1462632,530924,1025697,827615,559528,1642856,719079,968636,324797,713217,867139,1462632,667905,741573,1103739,932933
Raw ugthanki meat,79,176,3,63,6,113,6,12,33,38,35,79,116,71,144,21
